가게이름,리뷰내용,리뷰별점
커피앤시가렛,"창가 자리 아니면 메리트 없는 거 맞음. 그리고 창가 자리 사수하기 쉽지 않아서 회전률이 느림.

그치만 전 창가자리 앉아서요. 좋았습니다.

친절하고, 아아는 산미없이 고소하고, 드립은 산미있는데 가볍고 맛있고 케잌도 맛있었음. 아아는 종이컵에 주는 게 살짝 아쉬웠지만 다음에도 아침 일찍 와서 창가 앉을 겁니다.
화장실도 건물이 낡아서 그렇지 깔끔하고, 무엇보다도 직원분들이 친절해서 내내 기분 좋았음.

점심시간에는 직장인들 몰려서 시끄럽긴 함. 근데 아침나절에는 좋아요.",4
커피앤시가렛,"좋아요 은근 자리 많음
근데 뷰가 예쁘거나 특출난건 아니고 시티뷰

아메 노산미
라떼 낫배드인데 스팀조금 과하다고 해야하나 쫀쫀하진 않음

담배도 있긴하던데 시가는 못 봄 내가 못봤나
컵이 조그마서 금세마심
방음이 안돼서인가 시끄러워지긴 하는데
그래도 분좋카임은 확실함 
추천 한번쯤 가볼만함",4
커피앤시가렛,"분위기 4/5
친절함 3/5
맛 3.5/5

화이트와 블루의 조합. 시티뷰 하나는 정말 최고인데 방문할 때마다 자리가 없음. 가게 내부가 좁은 것도 아님. 뷰 말고는 크게 특별한 것은 없지만 뷰 하나로 모든 단점을 커버한다고 생각함. 해질녁에 가면 분위기 오질 듯. 맛은 상중하 중에서 중상 정도.",4
커피앤시가렛,"인테리어,뷰 좋음 커피는 쏘쏘
웨이팅까지 할일인가 싶긴 함",3
커피앤시가렛,커피랑 디저트류 다 평균 이상이고 뷰 좋은데 안쪽 자리 기준 어디선가 담배냄새가 솔솔 풍기네요. 아마 꼭대기층이라 옥상에서 새어들어오는거 같은데 목이 칼칼해서 오래는 못 앉아있을 것 같아요,4
커피앤시가렛,"주말 점심 이후에 방문했는데, 분위기 때문에 가고싶다면 그 시간대는 피해야할 듯&hellip;
사진 찍기도 애매하고 사람이.. 많습니다. 모든 사진에 다른 사람이 걸려요. 
그렇다고 커피가 엄청 맛있지 않아요. 평균 2.5~3점 되려나&hellip; 커피 맛 자체는?
분위기 좋으니까 맛 없지 않은게 다행이라는 생각이 들지만 사람 이렇게 많아서 사진 찍기도 힘들다면 흠.. 이라는 생각이 듭니다. 
의자는 편해서 좋았어요. 비교적 디저트도 다양했고. 
근데 다시 갈 지는 모르겠습니다.",3
커피앤시가렛,"뷰나 메뉴다 다 좋아요.
뷰는 너무 좋아서 또 가고 싶습니다",5
커피앤시가렛,해지고 나서 오히려 분위기가 더 좋아진다,4
커피앤시가렛,"커피 양이 타 카페에 비하면 적은 편이지만, 사람들이 많아서 혼잡한 상황임에도 직원들이 친절히 응대해주시고 커피에 대한 설명 세심히 잘 설명해 주셔서 좋았습니다!
또한 커피/음료와 케잌을 먹으며 야경과 주변을 바라보면 잃어버렸던 감성을 다시 되찾을 수 있을 정도로 분위기도 넘 좋아요😁",5
커피앤시가렛,"장점: 뷰, 힙한 가구들과 조명, 예쁜 브랜드 로고와 굿즈
단점: 뷰 때문에 비싼 가격임에도 불구하고 언제가도 사람이 많아 한적하게 뷰를 즐기는건 불가능, 원래도 울림 있는 공간에 꽉 차있는 사람들 수다 소리가 더해져 미친듯이 소리울림 심함, 맛있는 메뉴 없는 메뉴 편차가 심함(음료)

가끔 장점이 단점을 이길때 방문함",3
커피앤시가렛,"평일 방문. 평일 카페 치고 사람이 너어무 많더라고요 ㅋㅋㅋ 뷰는 좋았습니다 콘센트 자리는 몇 없어요 구석탱이 한두군데 정도? 
잠깐 30분-1시간 내외로 작업하긴 좋은데 그 이상은 무리였어요 (전 콘센트 필수라 ㅋㅋ) 수다 떨기 좋은 곳이고 통유리창 바로 옆 명당 자리는 누가 일어날 기미가 보이면 바로 다른 누군가 와서 가방 올리고 자리 잡을 정도로 ㅋㅋㅋ 치열합니다 전 한칸 떨어진 자리에서 바깥 뷰 보고 왔는데 그것만 해도 좋았어요 뷰가 탁 트여서 한번쯤 가볼만 해요",5
커피앤시가렛,여기서 커담 해보신 범법자 없지유?,5
커피앤시가렛,기존 층수가 높아 날싸좋으면 북한산까지 쭉 보이고 덕수궁 돌담길도 보입니다. 그거 때뮨인지 같이간 분이랑 깨졌습니다ㅎ 그래도 예쁘니까 다행. 브라우니 맛있어요,5
커피앤시가렛,답답하구 시끄러움 ..,3
커피앤시가렛,"저녁때 가서 해넘이는 못 봤지만
어두워도 뷰맛집,,🤎
바리스타분들도 왕왕 친절하시고 시그니쳐 커피도 맛났다 크림 귣
아 감귤초코라뗀가 그 메뉴는 정말 제주도 감귤초콜렛 녹인맛이니...
그런 쵸코 싫어하시면 절대 주문하면 안됩니다,, 
어둡지만 조명도 예쁘고 데이트하기 딱임😶
흡연자는 아니지만 연말선물로 라이터도 주셔따ㅑ
다른 시그니쳐 메뉴들도 마셔보고 싶다🤎
단점이라면 너무 일찍 마감한 다는 것!",4
커피앤시가렛,"분위기 좋네요
커피도 맛있어요
자리도 은근히 많아요~!",4
커피앤시가렛,"점심시간 조금 지나 카운터 주문 받으시는 젊지 않은 남자 분.. 접객하시면 안 될 것 같다는 생각입니다.

잘 모르고 아이스만 되는 메뉴명 부르고 따뜻한걸로 시키니 &ldquo;아이스요&rdquo; &ldquo;아이스요!&ldquo;, &ldquo;거기 다 적혀 있거든요&rdquo; 

주문메뉴 확인하래서 보고 나서 결제 하려고 기다리며 &ldquo;카드 꽂을까요?&rdquo; 하니 &rdquo;아직 안 꽂았어요?&ldquo; 

마시고 가는지 가져가는지 묻지도 않더니 매장용 컵에 다 담아줘서 음료 제조하는 분들이 다 다시 투고 컵에 덜도록 고생 시킴. 

자주 갔는데 우리 회사 직원들 모두 다신 안갈 것 같습니다.",1
커피앤시가렛,카페 뷰랑 분위기가 일단 너무 이쁨! 평일기준 점심시간 좀 끝나갈때쯤 사람 없으니까 그때 가는거 추천! (창가자리는 눈치싸움) 아메는 개인적으로 내 취향은 아니지만 베이글은 쫄깃하고 단짠단짠 맛있었음!,4
커피앤시가렛,"전망이 좋고 음료도 맛있어요
브라우니도 촉촉하고 좋았습니다
가격이 좀 비싸서 아쉽네요",4
커피앤시가렛,분위기 좋아요,5
커피앤시가렛,전망이 좋은 편이라는 점과 커피 맛이 괜찮다는 점이 장점인데 단점은 음향설계의 문제인지 스피커의 문제인지 음악이 좀 스트레스 받는다 싶을 정도로 시끄럽게 들린다는 점. 볼륨이 커서가 아니라 음질이 나빠서 그런 느낌.,3
커피앤시가렛,"멋진 야경과 맛있는 커피, 그리고 좋은 음악. 그것만으로도 행복했습니다!",5
커피앤시가렛,"뷰맛집카페
석양질때 너무 예뻐요. 사람이 많아서 공간에 소리가 울려요",5
커피앤시가렛,아메는 담배재떨이향 나고 라떼는 우유에 물섞인 맛 나여.. 아무리 뷰도 중요하지만.. 그래도 커피집이면ㅠㅠㅠ 어느정도는 원두도 신경써야되지 않을까요&hellip;.. 화장실은 한칸른 막히구 한칸은 휴지통에 휴지로 탑쌓여져있구&hellip; 알바생들 끼리끼리 깔깔 잡담하고 듣기의한말들도 하던데..그러지말고 화장실 청소라도 시키세요&hellip;&hellip;&hellip;.평좋은게 싱기하당,1
커피앤시가렛,서비스 정신이 1도 없는데 왜 유명한지 모르겠음,1
커피앤시가렛,뷰는 좋은데 평일에도 사람많고 너무너무너무 시끄러움&hellip;&hellip;,2
커피앤시가렛,"아래 리뷰들보고 그냥 뷰만 봐야겠다 생각하고 기대없이 갔는데 한창 바쁜 시간에도 직원분들 친절하시고 라떼 맛도 나쁘지 않은데요,,? 사람많아서 창가자리 못앉은게 좀 아쉽지만 올만합니다",5
커피앤시가렛,"뷰 맛집
커피는&hellip;맛없어요&hellip;이렇게 맛없는라떼 처음먹어봄",3
커피앤시가렛,"가격대비 평범하고 
직원분들이 불친절해요
재방문은 안할것같네요",1
커피앤시가렛,"들어갈때 웨이팅있으면 자리이동이 안된다고 직원분들이 설명해주십니다. 근데 그 관리는 잘 안될때가 있어요. 그래도 노력은 하시는거 같습니다. 그냥 제가 아쉬운거죠.
브라우니 맛이 좋습니다. 갈 때 마다 먹어요.",4
커피앤시가렛,종로에 가면 종종 가는 카페에요 뷰가 좋아서 기분이 일단 좋아져요! 커피맛도 평타!! 괜찮은 곳이에요,4
커피앤시가렛,"시그니처 커피도 나쁘지 않았고 해 넘어가는 뷰도 예뻤지만, 뷰 볼 수 있는 창가 앞 자리는 앉기 힘들고, 공간적으로 뷰 보기 힘든 테이블이 많은 것 같습니다. 사람이 많으면 소리는 어찌나 울리는지... 이 카페의 장점은 뷰 밖에 없는거 같은데 창가 앞 앉을 수 있는 상황이 아니면 비추입니다.",3
커피앤시가렛,"두 번째 방문이에요. 바로 그립톡 삼...
실수로 음료를 엎질렀는데 직원분이 바로 치워주시곤 음료 다시 만들어주셔서 너무 감동해버렸어요.
커피앤시가렛에 충성을 맹세 🫡",5
커피앤시가렛,"공간은 좋지만, 사람이 많을 때 소음이 빠져나가지 못하는 구조라 많이 시끌시끌해요. 
그래서 오래 앉아있기는 어려웠어요.",3
커피앤시가렛,디카페인 가능,4
커피앤시가렛,"커피, 브라우니, 뷰 맛집 인정.",4
커피앤시가렛,"서울 도심권에서 상당히 유명한, 뷰맛집 카페.",3
커피앤시가렛,매장 청소를 잘 안하는듯,2
커피앤시가렛,뷰 정말 좋고 맛은 그럭저럭 사람이 많아 정말 시끄러워요,4
커피앤시가렛,뷰가 상상이상으로 너~무 좋아요. 꼭 한번 가볼 만한 곳이고 재방문도 하고싶은곳. 눈앞에 뷰가 탁 트여있어 하늘이 이쁜날 가면 카페에 앉아서 밖을 보는 것만으로 기분이 좋아진다.,5
커피앤시가렛,"직원은 친절하나 자리 눈치 싸움이 정글같음. 조용할때가는걸 추천, 충전할 수 있는 테이블이 매우 매우 드뭄..",4
커피앤시가렛,뷰는 서울을 내다볼 수 있어서 한번쯤은 와볼만한 곳인듯하고 커피맛도 무난해요! 근데 가게이름에 시가렛이 들어가서인지 묘하게 실내공기가 답답하고 담배냄새가 어디선가 풍겨오는거 같은 느낌이 들어요,4
커피앤시가렛,굿굿굿 좋아요,5
커피앤시가렛,"엄청나게 대단한 뷰는 아님
그냥 느낌있는 깔끔한 적당한 뷰 볼수있는곳",4
커피앤시가렛,인테리어 커피맛 정말 별로... 카누 타먹어도 이거보단 맛있을듯. 차도 다 무진장 달다. 서비스도 불친절 끝판왕.,1
커피앤시가렛,그저그런 휴게실 같은 공간에 커피는 이정도로 맛없게 만들기도 힘들것 같은 그런 맛,1
커피앤시가렛,매우불친절 기분좋게왔다가 기분상하고가요,1
커피앤시가렛,커피..? 뷰..?? 맛집...???,3
커피앤시가렛,1.5호점 으로 갔는데 사람 많이 없고 좋았어요 경치가 좋아요,5
커피앤시가렛,"뷰 말곤 볼게없는 곳 매우 바쁜매장이라 만석이 대부분 음료는 평범, 베이글도 평범 음..",3
커피앤시가렛,뷰맛집,4
커피앤시가렛,뷰 너무 좋아용. 근데사람이 많아 좀 번잡해요! 가격대도 좀 있는 편~,4
커피앤시가렛,경치맛집,3
커피앤시가렛,딱 회사 휴게실. 2500원짜리,1
커피앤시가렛,스카치라떼랑 비엔나커피 시킴.. 진짜 맛없어요 라떼는 밍밍 비엔나는 느끼 ㅜ 뷰만 좋음.,1
커피앤시가렛,ㅋㅋㅋㅋㅋ진짜 손님 째려보는 카페.. 알바생들 ㄹㅇ 개념없음 ㅋㅋ 공간이 좋고 같이갔던 사람들과의 추억이 많이 자주갔었는데 안갈듯해요 ㅋㅋ,1
커피앤시가렛,"연유라떼 너무 맛있어요 ㅎㅎ 가격은 좀 비싸요
사람들 많구요",4
커피앤시가렛,사장님 진짜 친절하심 ㅠㅠㅠ 친절하심에 별 따봉 드려요,5
커피앤시가렛,요거트에 생크림이 올라가서 그런지 좀 느끼했어요 커피(누블렉라떼)와 노래 선곡이 정말 맛있는 곳,4
커피앤시가렛,"디저트 가격이 좀 비싸긴 한데 커피도 맛있고 낮과 밤, 둘 다 분위기가 너무 좋아요!",4
커피앤시가렛,"생각보다 넓고 분위기도 나쁘지않았어요.
다들 창가자리를 차지하려는 매의눈..
커피맛도 괜찮고 그릭요거트 맛잇게 먹었네요.",4
커피앤시가렛,낮에가면 너무 좋음,5
커피앤시가렛,"뷰는 밤보다 낮이 이쁠듯. 
괜찮았어요",4
커피앤시가렛,Coffee,3
커피앤시가렛,뷰 맛집 테이블이 다닥다닥 붙어있는 느낌이라 좀 좁게 느껴지는게 흠,4
커피앤시가렛,너무 예뻤어요,5
커피앤시가렛,카라멜밀크티 맛있었어요 뷰도 좋고 자리가 생각보다 많아서 좋았어요,4
커피앤시가렛,뷰가 정말 이뻤어요 근데 커피값이 좀 비싸요,4
커피앤시가렛,전망.음악.커피의 질,4
커피앤시가렛,커피랑 빵은 맛있는데 평일 낮에도 사람이 많아서 편히 있을 분위기는 아니에요 직원분이 사람이 많아 그런지 은근 차가운 느낌이었네요...,3
커피앤시가렛,"낮에 한번
해질 때 한번
밤에 한번 가야하는 곳",4
커피앤시가렛,너무좋아요 갬성짱 그릭요거트 맛있어요ㅠㅠ,4
커피앤시가렛,인서타용 카페지만 분위기나 커피맛 둘다 나쁘지 않았음 인테리어 때문에 소리가 많이 퍼짐 사람 엄청 많은데도 직원분 매우 친절하심 d,4
커피앤시가렛,아메리카노는 맛있었지만 드립은 저희 취향이 아니었던 것 같아요 그치만 높은 곳에 위치해서 창가쪽에 앉으시면 뷰 구경하는 재미가 있습니다!,4
커피앤시가렛,뷰 때문에 간 것 치고는 직원들도 꽤 체계적이고 정돈되어 있고 맛도 좋다. 굳이 창가 자리만 고수하는게 아니라면 웨이팅도 빨리 주는 느낌. 유일한 단점은 항상 사람이 북적북적,4
커피앤시가렛,쿠키 테이크아웃하러 들렸어요. 녹차쿠키에 하얀게 올라가 있길래 화이트 초콜렛 들어간 거냐고 물어봤는데 직원 중 아무도 대답을 못 하더라고요. 제가 뭐 밀가루가 몇그람 들어갔는지 물어본 것도 아니고 토핑이 뭔지 물어본건데.. 조금 당황스러웠습니다...견과류 알레르기가 있는 손님이라면 어떻게 응대할 건가요? 납품 받아서 가져오더라도 기본적인 건 알고 있어야 하는거 아닐까요?,3
커피앤시가렛,"흔치 않은 고층 뷰 카페
커피도 맛 좋음
테이블 간격이 좁아 시끌벅적한 편",4
커피앤시가렛,뷰가 너무 이뻐요. 주말에는 웨이팅도 많은데 생각보다 오래 기다리지는 않아요.,5
